Stock quote and option quote for AIG on 7/1/19 18:01:19

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
53.84,N,+.56,53.61,Q,53.99,P,1 x 4,"3,200,768",53.53,53.97,53.17

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.38%,-185.7,.32,Q,6/13/19,56.36,36.16,"869,753,580",0.8

Theo parameters
Theo date,Theo stock price,Theo volatility
7/1/19, 0.00$, 0.00%

5 JUL 19  (4)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200117C41,0,1,.877,.012,-.005,.072,.097,32.45%,13.38,<empty>,<empty>,84.34%,29.50%,15.66%,1.81%,1.81%,13.375,48 x 73,48,73,0.00%,12.80,12.80,P,0,0,0,13.10,B,13.65,H,17 JAN 20,41,.51,H,.58,X,AIG200117P41,0,12,-.090,.014,-.005,.065,-.029,29.89%,.54533303,13.29%,1.35%,13.25%,25.12%,86.75%,1.84%,<empty>,.545,11 x 291,11,291,0.00%,.96,.96,W,0,0,0,,
,,AIG200117C42,0,367,.864,.014,-.006,.079,.108,31.69%,12.50,<empty>,<empty>,82.53%,32.90%,17.47%,2.23%,2.23%,12.500,203 x 126,203,126,0.00%,9.70,9.70,N,0,0,0,12.20,T,12.80,B,17 JAN 20,42,.54,X,.67,X,AIG200117P42,0,257,-.101,.015,-.005,.071,-.032,28.74%,.60500991,14.40%,1.46%,14.57%,27.64%,85.43%,2.04%,<empty>,.605,151 x 283,151,283,0.00%,.76,.76,Q,0,0,0,,
,,AIG200117C43,0,21,.856,.016,-.006,.084,.116,29.93%,11.55,<empty>,<empty>,81.55%,34.82%,18.45%,2.40%,2.40%,11.550,169 x 126,169,126,0.00%,10.50,10.50,I,0,0,0,11.40,X,11.70,X,17 JAN 20,43,.69,M,.75,X,AIG200117P43,1,137,-.118,.018,-.006,.079,-.038,28.21%,.71999695,16.74%,1.70%,16.70%,31.65%,83.30%,2.43%,<empty>,.720,53 x 31,53,31,-15.22%,.78,.78,A,.78,.78,.78,,
,,AIG200117C44,0,4,.840,.019,-.006,.091,.124,29.00%,10.68,<empty>,<empty>,79.59%,38.52%,20.41%,2.82%,2.82%,10.675,126 x 4,126,4,0.00%,11.15,11.15,P,0,0,0,10.50,X,10.85,N,17 JAN 20,44,.81,X,.86,X,AIG200117P44,0,193,-.136,.020,-.006,.087,-.043,27.49%,.83510627,18.98%,1.93%,18.82%,35.66%,81.18%,2.82%,<empty>,.835,51 x 5,51,5,0.00%,1.15,1.15,C,0,0,0,,
,,AIG200117C45,2,"14,070",.820,.021,-.007,.099,.132,28.46%,9.85,<empty>,<empty>,77.05%,43.28%,22.95%,3.41%,3.41%,9.850,192 x 372,192,372,+14.04%,10.15,10.15,I,10.15,10.15,10.15,9.65,X,10.05,X,17 JAN 20,45,.94,H,1.03,H,AIG200117P45,0,"8,148",-.158,.022,-.006,.096,-.050,26.96%,.98515268,21.89%,2.24%,21.38%,40.47%,78.62%,3.32%,<empty>,.985,57 x 11,57,11,0.00%,1.25,1.25,N,0,0,0,,
,,AIG200117C46,0,51,.801,.024,-.007,.107,.138,27.27%,8.98,<empty>,<empty>,74.96%,47.25%,25.04%,3.83%,3.83%,8.975,103 x 195,103,195,0.00%,9.45,9.45,P,0,0,0,8.85,X,9.10,X,17 JAN 20,46,1.09,X,1.18,N,AIG200117P46,0,125,-.181,.025,-.007,.105,-.057,26.22%,1.14,24.67%,2.53%,23.94%,45.30%,76.06%,3.83%,<empty>,1.135,143 x 10,143,10,0.00%,1.45,1.45,Q,0,0,0,,
,,AIG200117C47,0,344,.777,.027,-.007,.115,.143,26.41%,8.15,<empty>,<empty>,72.31%,52.24%,27.69%,4.42%,4.42%,8.150,365 x 257,365,257,0.00%,8.65,8.65,Q,0,0,0,7.95,X,8.35,X,17 JAN 20,47,1.27,X,1.44,X,AIG200117P47,0,311,-.210,.028,-.007,.114,-.066,25.92%,1.36,28.83%,2.97%,27.20%,51.39%,72.80%,4.57%,<empty>,1.355,200 x 336,200,336,0.00%,1.69,1.69,N,0,0,0,,
,,AIG200117C48,0,247,.750,.030,-.007,.123,.146,25.59%,7.35,<empty>,<empty>,69.37%,57.77%,30.63%,5.10%,5.10%,7.350,156 x 8,156,8,0.00%,7.50,7.50,C,0,0,0,7.25,X,7.45,N,17 JAN 20,48,1.53,Q,1.62,P,AIG200117P48,0,139,-.239,.030,-.008,.123,-.075,25.38%,1.58,31.96%,3.39%,30.43%,57.43%,69.57%,5.32%,<empty>,1.575,4 x 4,4,4,0.00%,1.73,1.73,A,0,0,0,,
,,AIG200117C49,0,"2,175",.715,.033,-.008,.132,.146,25.54%,6.68,<empty>,<empty>,65.50%,64.91%,34.50%,6.19%,6.19%,6.675,243 x 283,243,283,0.00%,5.80,5.80,I,0,0,0,6.45,X,6.90,T,17 JAN 20,49,1.79,Q,1.93,X,AIG200117P49,1,127,-.273,.033,-.008,.132,-.085,25.11%,1.86,31.38%,3.95%,34.14%,64.30%,65.86%,6.28%,<empty>,1.860,5 x 302,5,302,-10.55%,1.95,1.95,Q,1.95,1.95,1.95,,
,,AIG200117C50,0,"5,348",.683,.036,-.008,.139,.146,24.50%,5.90,<empty>,<empty>,62.27%,70.99%,37.73%,6.95%,6.95%,5.900,195 x 3,195,3,0.00%,5.65,5.65,P,0,0,0,5.80,X,6.00,N,17 JAN 20,50,2.08,H,2.18,H,AIG200117P50,4,"9,112",-.307,.036,-.008,.139,-.094,24.49%,2.13,30.74%,4.45%,37.73%,70.98%,62.27%,7.19%,<empty>,2.130,11 x 11,11,11,-1.29%,2.29,2.29,C,2.30,2.30,2.29,,
,,AIG200117C52.5,0,"4,958",.584,.041,-.009,.153,.136,23.44%,4.33,<empty>,<empty>,52.15%,89.61%,47.85%,10.07%,10.07%,4.325,76 x 11,76,11,0.00%,3.80,3.80,Z,0,0,0,4.25,X,4.40,H,17 JAN 20,52.5,2.99,H,3.10,H,AIG200117P52.5,0,"6,783",-.405,.041,-.009,.153,-.122,23.53%,3.04,32.30%,6.16%,47.88%,89.65%,52.12%,10.28%,<empty>,3.045,69 x 11,69,11,0.00%,3.70,3.70,Q,0,0,0,,
,,AIG200117C55,15,"5,844",.476,.044,-.009,.157,.118,22.64%,3.04,<empty>,<empty>,41.49%,88.87%,58.51%,10.26%,14.18%,3.040,27 x 158,27,158,+7.66%,2.95,2.95,C,2.93,2.95,2.93,2.98,Q,3.10,X,17 JAN 20,55,4.15,C,4.30,X,AIG200117P55,0,"2,597",-.513,.044,-.009,.157,-.150,22.66%,4.23,39.24%,8.32%,58.51%,88.88%,41.49%,10.34%,<empty>,4.225,175 x 163,175,163,0.00%,4.54,4.54,C,0,0,0,,
,,AIG200117C57.5,0,"3,412",.369,.043,-.008,.149,.095,22.08%,2.06,<empty>,<empty>,31.29%,66.40%,68.71%,6.94%,19.29%,2.055,83 x 258,83,258,0.00%,1.80,1.80,H,0,0,0,1.96,X,2.15,X,17 JAN 20,57.5,5.65,P,5.85,N,AIG200117P57.5,0,398,-.619,.042,-.008,.150,-.178,22.34%,5.75,53.40%,11.11%,68.58%,66.73%,31.42%,7.05%,<empty>,5.750,6 x 8,6,8,0.00%,5.90,5.90,Z,0,0,0,,
,,AIG200117C60,61,"25,381",.267,.039,-.007,.131,.071,21.24%,1.28,<empty>,<empty>,22.05%,46.39%,77.95%,4.32%,25.11%,1.280,132 x 8,132,8,+6.03%,1.23,1.23,A,1.22,1.23,1.12,1.23,X,1.33,N,17 JAN 20,60,7.30,C,7.60,N,AIG200117P60,0,"1,301",-.721,.039,-.007,.131,-.210,21.52%,7.45,69.19%,14.18%,77.72%,46.91%,22.28%,4.35%,<empty>,7.450,254 x 8,254,8,0.00%,7.85,7.85,Z,0,0,0,,
,,AIG200117C62.5,0,"2,718",.184,.032,-.005,.106,.050,20.88%,.78499865,<empty>,<empty>,14.80%,30.96%,85.20%,2.65%,31.88%,.785,"1,387 x 31","1,387",31,0.00%,.68,.68,W,0,0,0,.74,X,.83,X,17 JAN 20,62.5,9.30,X,9.60,N,AIG200117P62.5,0,14,-.802,.033,-.005,.108,-.268,21.36%,9.45,87.76%,17.81%,84.73%,31.97%,15.27%,2.67%,<empty>,9.450,184 x 4,184,4,0.00%,10.10,10.10,Q,0,0,0,,
,,AIG200117C65,0,"1,920",.122,.024,-.004,.081,.034,20.69%,.46999571,<empty>,<empty>,9.53%,19.84%,90.47%,1.59%,39.25%,.470,37 x 31,37,31,0.00%,.42,.42,H,0,0,0,.43,M,.51,X,17 JAN 20,65,11.30,C,11.75,X,AIG200117P65,0,10,-.880,.025,-.003,.076,-.401,20.12%,11.53,107.03%,21.55%,91.01%,18.69%,8.99%,1.23%,<empty>,11.525,349 x 273,349,273,0.00%,14.20,14.20,Q,0,0,0,,
,,AIG200117C67.5,0,564,.081,.018,-.003,.060,.022,20.84%,.29027493,<empty>,<empty>,6.13%,12.72%,93.87%,0.98%,47.08%,.290,41 x 38,41,38,0.00%,.37,.37,P,0,0,0,.25,X,.33,C,17 JAN 20,67.5,13.65,H,14.15,C,AIG200117P67.5,0,0,-.911,.019,-.003,.060,-.624,21.22%,13.90,129.09%,25.93%,93.57%,13.36%,6.43%,0.81%,<empty>,13.900,77 x 153,77,153,0.00%,15.50,15.50,N,0,0,0,,
,,AIG200117C70,0,386,.063,.014,-.003,.049,.017,22.05%,.22530839,<empty>,<empty>,4.55%,9.44%,95.45%,0.76%,55.30%,.225,347 x 502,347,502,0.00%,.15,.15,A,0,0,0,.07,X,.38,C,17 JAN 20,70,15.95,B,16.65,C,AIG200117P70,0,0,-.934,.014,-.002,.045,-.973,22.07%,16.30,151.37%,30.35%,95.45%,9.45%,4.55%,0.47%,<empty>,16.300,141 x 192,141,192,0.00%,18.52,18.52,E,0,0,0,,
,,AIG200117C72.5,0,"1,930",.062,.012,-.003,.049,.017,24.80%,.25002266,<empty>,<empty>,4.33%,9.03%,95.67%,0.84%,63.82%,.250,0 x 356,0,356,0.00%,.10,.10,Q,0,0,0,0,Q,.50,X,17 JAN 20,72.5,18.10,B,19.25,B,AIG200117P72.5,0,0,-.961,.007,-.001,.024,-.154,21.18%,18.68,173.43%,34.70%,97.60%,4.96%,2.40%,0.05%,<empty>,18.675,48 x 48,48,48,0.00%,35.10,35.10,C,0,0,0,,
,,AIG200117C75,0,202,.058,.011,-.003,.047,.016,26.93%,.2499978,<empty>,<empty>,3.90%,8.15%,96.10%,0.84%,72.26%,.250,0 x 348,0,348,0.00%,.07,.07,A,0,0,0,0,Q,.50,X,17 JAN 20,75,20.85,B,22.15,E,AIG200117P75,0,0,-.897,.012,-.004,.063,-1.224,31.22%,21.50,199.67%,40.19%,93.94%,12.79%,6.06%,1.15%,<empty>,21.500,48 x 51,48,51,0.00%,34.00,34.00,A,0,0,0,,
,,AIG200117C80,0,116,.053,.009,-.003,.043,.014,31.00%,.25507183,<empty>,<empty>,3.29%,6.91%,96.71%,0.86%,89.15%,.255,3 x 349,3,349,0.00%,.10,.10,N,0,0,0,.02,A,.49,E,17 JAN 20,80,24.80,B,28.20,W,AIG200117P80,0,0,-.891,.009,-.005,.063,-1.717,36.70%,26.50,246.10%,49.53%,94.45%,11.84%,5.55%,1.15%,<empty>,26.500,48 x 49,48,49,<empty>,0,0, ,0,0,0,,
,,AIG200117C85,0,179,.033,.006,-.002,.029,.009,31.58%,.15013617,<empty>,<empty>,1.93%,4.04%,98.07%,0.51%,105.67%,.150,0 x 313,0,313,0.00%,.16,.16,H,0,0,0,0,P,.30,E,17 JAN 20,85,29.25,B,33.40,B,AIG200117P85,0,0,-.899,.006,-.005,.055,-1.650,39.26%,31.33,290.91%,58.36%,95.69%,9.20%,4.31%,0.56%,<empty>,31.325,48 x 48,48,48,<empty>,0,0, ,0,0,0,,
,,AIG200117C90,0,481,.018,.003,-.001,.018,.005,31.35%,.07500264,<empty>,<empty>,0.99%,2.07%,99.01%,0.25%,122.29%,.075,0 x 305,0,305,0.00%,.09,.09,Z,0,0,0,0,P,.15,X,17 JAN 20,90,34.25,B,38.35,B,AIG200117P90,0,0,-.885,.004,-.006,.058,-1.401,44.55%,36.30,337.11%,67.60%,95.75%,9.17%,4.25%,0.47%,<empty>,36.300,48 x 48,48,48,<empty>,0,0, ,0,0,0,,
,,AIG200117C95,0,2,.022,.004,-.002,.021,.006,35.68%,.10502505,<empty>,<empty>,1.13%,2.37%,98.87%,0.35%,139.27%,.105,0 x 225,0,225,0.00%,.09,.09,N,0,0,0,0,Q,.21,X,17 JAN 20,95,39.25,B,43.35,B,AIG200117P95,0,0,-.868,.004,-.007,.063,-1.403,50.35%,41.30,383.54%,76.91%,95.63%,9.53%,4.37%,0.47%,<empty>,41.300,48 x 48,48,48,<empty>,0,0, ,0,0,0,,
,,AIG200117C100,0,361,.061,.006,-.006,.048,.016,48.60%,.44999832,<empty>,<empty>,2.87%,6.21%,97.13%,1.52%,157.31%,.450,0 x 173,0,173,0.00%,.05,.05,Z,0,0,0,0,P,.90,B,17 JAN 20,100,44.25,B,48.30,B,AIG200117P100,0,0,-.852,.003,-.008,.067,-1.153,55.80%,46.28,429.75%,86.13%,95.58%,9.72%,4.42%,0.39%,<empty>,46.275,48 x 48,48,48,<empty>,0,0, ,0,0,0,,

21 FEB 20  (235)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200221C30,0,0,.891,.002,-.005,.052,.033,54.34%,23.93,<empty>,<empty>,86.83%,23.90%,13.17%,0.24%,0.24%,23.925,48 x 50,48,50,<empty>,0,0, ,0,0,0,23.50,B,24.35,E,21 FEB 20,30,.03,X,.50,E,AIG200221P30,0,0,-.032,.004,-.003,.031,-.012,43.37%,.26525734,8.83%,0.89%,6.67%,12.44%,93.33%,0.76%,<empty>,.265,281 x 332,281,332,<empty>,0,0, ,0,0,0,,
,,AIG200221C35,0,0,.894,.005,-.005,.060,.062,41.56%,19.13,<empty>,<empty>,86.86%,24.34%,13.14%,0.82%,0.82%,19.125,63 x 63,63,63,<empty>,0,0, ,0,0,0,17.55,E,20.70,E,21 FEB 20,35,.16,C,.54,E,AIG200221P35,0,0,-.049,.007,-.003,.044,-.019,35.50%,.35014595,10.00%,1.01%,8.64%,16.24%,91.36%,1.01%,<empty>,.350,222 x 346,222,346,<empty>,0,0, ,0,0,0,,
,,AIG200221C40,0,0,.878,.010,-.005,.076,.106,32.48%,14.38,<empty>,<empty>,84.24%,29.55%,15.76%,1.54%,1.54%,14.375,68 x 169,68,169,<empty>,0,0, ,0,0,0,14.10,C,14.65,X,21 FEB 20,40,.50,C,.63,X,AIG200221P40,0,18,-.086,.012,-.004,.068,-.033,29.78%,.56503138,14.12%,1.43%,13.17%,24.88%,86.83%,1.62%,<empty>,.565,261 x 142,261,142,0.00%,.65,.65,Q,0,0,0,,
,,AIG200221C45,0,0,.810,.021,-.006,.111,.154,27.57%,9.98,<empty>,<empty>,75.64%,45.76%,24.36%,3.26%,3.26%,9.975,168 x 135,168,135,<empty>,0,0, ,0,0,0,9.85,X,10.10,X,21 FEB 20,45,1.11,C,1.28,X,AIG200221P45,0,0,-.172,.022,-.006,.110,-.064,26.85%,1.20,26.56%,2.73%,23.60%,44.42%,76.40%,3.44%,<empty>,1.195,177 x 264,177,264,<empty>,0,0, ,0,0,0,,
,,AIG200221C50,0,0,.672,.033,-.008,.153,.166,25.00%,6.25,<empty>,<empty>,60.39%,73.97%,39.61%,6.93%,6.93%,6.250,6 x 362,6,362,<empty>,0,0, ,0,0,0,6.15,N,6.35,X,21 FEB 20,50,2.28,C,2.55,X,AIG200221P50,0,1,-.315,.033,-.008,.152,-.114,24.49%,2.42,34.86%,5.08%,39.24%,73.39%,60.76%,6.94%,<empty>,2.415,334 x 330,334,330,0.00%,2.95,2.95,T,0,0,0,,
,,AIG200221C52.5,0,81,.582,.037,-.008,.166,.156,23.96%,4.70,<empty>,<empty>,51.21%,90.73%,48.79%,9.66%,9.66%,4.700,62 x 193,62,193,0.00%,4.04,4.04,C,0,0,0,4.60,C,4.80,X,21 FEB 20,52.5,3.25,C,3.45,X,AIG200221P52.5,0,1,-.406,.038,-.008,.166,-.143,23.57%,3.35,35.53%,6.82%,48.65%,90.56%,51.35%,9.63%,<empty>,3.350,248 x 291,248,291,0.00%,3.95,3.95,T,0,0,0,,
,,AIG200221C55,0,12,.484,.039,-.008,.170,.137,23.35%,3.45,<empty>,<empty>,41.61%,89.91%,58.39%,9.92%,13.25%,3.450,141 x 307,141,307,0.00%,3.20,3.20,C,0,0,0,3.30,B,3.60,X,21 FEB 20,55,4.40,C,4.65,X,AIG200221P55,0,0,-.506,.040,-.008,.170,-.174,22.70%,4.52,42.02%,8.96%,58.42%,89.66%,41.58%,9.67%,<empty>,4.525,268 x 303,268,303,<empty>,0,0, ,0,0,0,,
,,AIG200221C57.5,0,1,.385,.039,-.008,.164,.114,22.42%,2.38,<empty>,<empty>,32.29%,69.01%,67.71%,6.84%,17.36%,2.380,1 x 124,1,124,0.00%,1.98,1.98,T,0,0,0,2.31,Z,2.45,X,21 FEB 20,57.5,5.85,I,6.10,X,AIG200221P57.5,0,0,-.606,.040,-.007,.164,-.204,22.04%,5.98,55.49%,11.60%,67.89%,68.55%,32.11%,6.65%,<empty>,5.975,265 x 51,265,51,<empty>,0,0, ,0,0,0,,
,,AIG200221C60,0,9,.292,.036,-.007,.148,.089,21.78%,1.59,<empty>,<empty>,23.86%,50.56%,76.14%,4.57%,22.28%,1.590,68 x 60,68,60,0.00%,1.48,1.48,A,0,0,0,1.53,X,1.65,Q,21 FEB 20,60,7.55,X,7.95,N,AIG200221P60,0,0,-.695,.037,-.007,.148,-.240,21.98%,7.75,71.97%,14.83%,75.99%,50.91%,24.01%,4.57%,<empty>,7.750,511 x 7,511,7,<empty>,0,0, ,0,0,0,,
,,AIG200221C62.5,0,0,.213,.031,-.006,.125,.067,21.42%,1.04,<empty>,<empty>,16.92%,35.64%,83.08%,2.99%,27.88%,1.040,57 x 59,57,59,<empty>,0,0, ,0,0,0,.98,I,1.10,H,21 FEB 20,62.5,9.50,C,9.85,N,AIG200221P62.5,0,0,-.775,.032,-.005,.126,-.294,21.65%,9.68,89.85%,18.32%,82.87%,36.11%,17.13%,2.92%,<empty>,9.675,226 x 8,226,8,<empty>,0,0, ,0,0,0,,
,,AIG200221C65,0,0,.150,.025,-.004,.101,.048,21.18%,.66499271,<empty>,<empty>,11.58%,24.26%,88.42%,1.91%,33.99%,.665,154 x 86,154,86,<empty>,0,0, ,0,0,0,.61,M,.72,X,21 FEB 20,65,11.50,X,12.00,N,AIG200221P65,0,0,-.843,.026,-.004,.099,-.399,21.16%,11.75,109.12%,22.07%,88.44%,24.22%,11.56%,1.70%,<empty>,11.750,517 x 4,517,4,<empty>,0,0, ,0,0,0,,
,,AIG200221C70,0,0,.072,.015,-.003,.059,.023,21.26%,.27520544,<empty>,<empty>,5.20%,10.81%,94.80%,0.79%,47.24%,.275,69 x 65,69,65,<empty>,0,0, ,0,0,0,.24,X,.31,X,21 FEB 20,70,16.05,H,16.60,C,AIG200221P70,0,0,-.927,.015,-.002,.053,-.947,21.06%,16.33,151.61%,30.41%,94.95%,10.50%,5.05%,0.47%,<empty>,16.325,200 x 99,200,99,<empty>,0,0, ,0,0,0,,
,,AIG200221C75,0,0,.058,.011,-.003,.050,.019,24.87%,.24999607,<empty>,<empty>,3.90%,8.16%,96.10%,0.72%,61.54%,.250,0 x 336,0,336,<empty>,0,0, ,0,0,0,0,Q,.50,E,21 FEB 20,75,20.10,B,21.85,B,AIG200221P75,0,0,-1.000,.00,.00,.00,.00,--,<empty>,194.79%,38.82%,100.00%,0.00%,0.00%,-0.53%,<empty>,20.975,48 x 48,48,48,<empty>,0,0, ,0,0,0,,

19 JUN 20  (354)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200619C25,0,0,.876,.001,-.005,.061,.041,64.45%,28.95,<empty>,<empty>,81.26%,32.45%,18.74%,0.21%,0.21%,28.950,48 x 48,48,48,<empty>,0,0, ,0,0,0,26.60,B,31.30,B,19 JUN 20,25,0,B,.50,E,AIG200619P25,0,0,-.024,.002,-.002,.030,-.015,44.42%,.25013514,10.00%,1.01%,6.30%,11.56%,93.70%,0.48%,<empty>,.250,0 x 234,0,234,<empty>,0,0, ,0,0,0,,
,,AIG200619C28,0,0,.861,.003,-.007,.080,.080,65.68%,26.90,<empty>,<empty>,75.30%,42.24%,24.70%,2.03%,2.03%,26.900,48 x 19,48,19,<empty>,0,0, ,0,0,0,25.50,B,28.30,N,19 JUN 20,28,0,Q,.51,X,AIG200619P28,0,8,-.028,.003,-.002,.034,-.017,38.72%,.25549805,9.11%,0.92%,6.44%,11.94%,93.56%,0.49%,<empty>,.255,0 x 274,0,274,0.00%,.50,.50,X,0,0,0,,
,,AIG200619C30,0,0,.890,.002,-.004,.065,.053,45.82%,23.95,<empty>,<empty>,85.68%,25.86%,14.32%,0.21%,0.21%,23.950,48 x 48,48,48,<empty>,0,0, ,0,0,0,21.60,B,26.30,B,19 JUN 20,30,.10,B,.51,X,AIG200619P30,0,0,-.035,.004,-.002,.041,-.021,36.42%,.30509519,10.17%,1.03%,7.41%,13.76%,92.59%,0.58%,<empty>,.305,173 x 256,173,256,<empty>,0,0, ,0,0,0,,
,,AIG200619C33,0,0,.892,.004,-.003,.069,.074,38.73%,21.05,<empty>,<empty>,86.16%,25.34%,13.84%,0.40%,0.40%,21.050,48 x 48,48,48,<empty>,0,0, ,0,0,0,18.95,B,23.15,B,19 JUN 20,33,.32,B,.45,M,AIG200619P33,0,0,-.047,.006,-.002,.052,-.027,32.93%,.3850191,11.67%,1.18%,8.99%,16.75%,91.01%,0.74%,<empty>,.385,174 x 36,174,36,<empty>,0,0, ,0,0,0,,
,,AIG200619C35,0,0,.887,.006,-.003,.078,.101,36.12%,19.23,<empty>,<empty>,84.80%,27.95%,15.20%,0.74%,0.74%,19.225,48 x 48,48,48,<empty>,0,0, ,0,0,0,17.15,B,21.30,B,19 JUN 20,35,.44,B,.69,B,AIG200619P35,0,0,-.065,.007,-.003,.067,-.038,32.53%,.5651096,16.14%,1.64%,11.93%,22.17%,88.07%,1.08%,<empty>,.565,175 x 180,175,180,<empty>,0,0, ,0,0,0,,
,,AIG200619C38,0,0,.876,.009,-.003,.090,.137,31.50%,16.40,<empty>,<empty>,83.22%,31.08%,16.78%,1.07%,1.07%,16.400,48 x 48,48,48,<empty>,0,0, ,0,0,0,15.60,B,17.20,B,19 JUN 20,38,.71,Z,.89,B,AIG200619P38,0,259,-.093,.010,-.004,.088,-.054,30.36%,.80016602,21.05%,2.15%,15.62%,29.03%,84.38%,1.53%,<empty>,.800,6 x 146,6,146,0.00%,1.05,1.05,X,0,0,0,,
,,AIG200619C40,0,9,.850,.012,-.004,.109,.170,31.10%,14.78,<empty>,<empty>,79.16%,38.47%,20.84%,1.79%,1.79%,14.775,222 x 301,222,301,0.00%,14.30,14.30,M,0,0,0,14.30,C,15.25,C,19 JUN 20,40,.71,X,1.15,B,AIG200619P40,0,178,-.112,.013,-.004,.101,-.065,28.27%,.9299999,23.25%,2.38%,17.82%,33.19%,82.18%,1.78%,<empty>,.930,301 x 178,301,178,0.00%,1.21,1.21,N,0,0,0,,
,,AIG200619C43,0,201,.819,.016,-.004,.128,.204,27.35%,12.05,<empty>,<empty>,75.62%,45.23%,24.38%,2.31%,2.31%,12.050,227 x 6,227,6,0.00%,10.60,10.60,I,0,0,0,11.75,E,12.35,C,19 JUN 20,43,1.38,X,1.51,Q,AIG200619P43,0,"1,508",-.164,.017,-.005,.130,-.094,27.38%,1.45,33.60%,3.48%,24.41%,45.28%,75.59%,2.76%,<empty>,1.445,184 x 48,184,48,0.00%,1.76,1.76,N,0,0,0,,
,,AIG200619C45,0,0,.779,.020,-.005,.148,.222,26.59%,10.50,<empty>,<empty>,70.83%,53.99%,29.17%,3.17%,3.17%,10.500,141 x 70,141,70,<empty>,0,0, ,0,0,0,10.25,B,10.75,C,19 JUN 20,45,1.74,X,2.01,Z,AIG200619P45,0,553,-.205,.020,-.006,.150,-.116,26.70%,1.88,41.67%,4.35%,29.29%,54.18%,70.71%,3.58%,<empty>,1.875,254 x 4,254,4,0.00%,2.19,2.19,A,0,0,0,,
,,AIG200619C47,0,267,.729,.023,-.006,.168,.230,26.68%,9.18,<empty>,<empty>,64.82%,64.76%,35.18%,4.46%,4.46%,9.175,277 x 236,277,236,0.00%,8.40,8.40,E,0,0,0,8.80,X,9.55,E,19 JUN 20,47,2.37,B,2.53,X,AIG200619P47,0,84,-.253,.023,-.006,.168,-.142,26.36%,2.45,52.13%,5.50%,34.90%,64.31%,65.10%,4.68%,<empty>,2.450,141 x 67,141,67,0.00%,2.77,2.77,A,0,0,0,,
,,AIG200619C50,0,94,.653,.028,-.006,.190,.233,24.75%,7.03,<empty>,<empty>,56.99%,79.03%,43.01%,6.09%,6.09%,7.025,151 x 99,151,99,0.00%,5.95,5.95,Z,0,0,0,6.85,X,7.20,C,19 JUN 20,50,3.30,X,3.60,X,AIG200619P50,0,149,-.332,.027,-.007,.190,-.183,25.52%,3.45,49.80%,7.41%,43.51%,79.74%,56.49%,6.59%,<empty>,3.450,196 x 202,196,202,0.00%,3.91,3.91,N,0,0,0,,
,,AIG200619C52.5,0,225,.577,.031,-.006,.203,.222,23.80%,5.52,<empty>,<empty>,49.39%,92.60%,50.61%,8.00%,8.00%,5.525,261 x 57,261,57,0.00%,4.85,4.85,Q,0,0,0,5.35,X,5.70,X,19 JUN 20,52.5,4.35,X,4.65,X,AIG200619P52.5,0,170,-.405,.029,-.007,.203,-.219,24.96%,4.50,47.73%,9.38%,51.02%,93.00%,48.98%,8.60%,<empty>,4.500,87 x 204,87,204,0.00%,5.05,5.05,N,0,0,0,,
